ID,introns,description,Nanopore_tx_class,Nanopore_perc,PacBio_tx_class,PacBio_perc,type,highest_percentage,cell
IMR-L22,"492_5530
5622_10660",Novel,20,0.2949852507374631,31,0.030638297872340424,Late,0.2949852507374631,IMR-32
IMR-L23,"492_5506
5622_10660
10752_11686",Novel,21,0.2949852507374631,40,0.01702127659574468,Late,0.2949852507374631,IMR-32
IMR-L24,"492_1426
1643_5651",ORF2,19,0.2949852507374631,NA,0,Late,0.2949852507374631,IMR-32
IMR-L25,"492_5530
5622_6556
6715_7083",Novel,22,0.2949852507374631,NA,0,Late,0.2949852507374631,IMR-32
IMR-L26,5622_6556,Novel,24,0.19665683382497542,14,0.19404255319148936,Late,0.19665683382497542,IMR-32
IMR-L27,1585_1953,Novel,28,0.19665683382497542,30,0.03404255319148936,Late,0.19665683382497542,IMR-32
IMR-L28,"492_5530
5622_10636",Novel,25,0.19665683382497542,36,0.023829787234042554,Late,0.19665683382497542,IMR-32
IMR-L29,"492_5506
5622_10660",Novel,26,0.19665683382497542,71,0.003404255319148936,Late,0.19665683382497542,IMR-32
IMR-L30,315_400,Novel,NA,0,17,0.15659574468085105,Late,0.15659574468085105,IMR-32
IMR-L31,"298_376
492_1426",Novel,41,0.09832841691248771,19,0.07148936170212766,Late,0.09832841691248771,IMR-32
IMR-L32,"298_400
492_5530
5622_6556",Novel,33,0.09832841691248771,23,0.05106382978723404,Late,0.09832841691248771,IMR-32
IMR-L33,732_1426,M5,47,0.09832841691248771,25,0.04085106382978723,Late,0.09832841691248771,IMR-32
IMR-L34,"298_400
492_5506
5622_6556",Novel,29,0.09832841691248771,37,0.020425531914893616,Late,0.09832841691248771,IMR-32
IMR-L35,"315_400
492_5530
5622_6556",Novel,45,0.09832841691248771,48,0.013617021276595745,Late,0.09832841691248771,IMR-32
IMR-L36,"315_400
492_5506
5622_6556",Novel,42,0.09832841691248771,49,0.010212765957446808,Late,0.09832841691248771,IMR-32
IMR-L37,"492_5506
5622_10636",Novel,44,0.09832841691248771,59,0.006808510638297872,Late,0.09832841691248771,IMR-32
IMR-L38,"492_1426
1585_5530
5622_6556",Novel,38,0.09832841691248771,66,0.003404255319148936,Late,0.09832841691248771,IMR-32
IMR-L39,"492_5506
5622_10660
10752_15766
15882_16816",Novel,35,0.09832841691248771,72,0.003404255319148936,Late,0.09832841691248771,IMR-32
IMR-L40,"492_1426
1585_4290",Novel,39,0.09832841691248771,80,0.003404255319148936,Late,0.09832841691248771,IMR-32
IMR-L41,"492_5506
5622_6556
6715_10781",Novel,43,0.09832841691248771,104,0.003404255319148936,Late,0.09832841691248771,IMR-32
IMR-L42,"492_5530
5622_6556
6773_10781",Novel,30,0.09832841691248771,NA,0,Late,0.09832841691248771,IMR-32
IMR-L43,1507_5651,Novel,31,0.09832841691248771,NA,0,Late,0.09832841691248771,IMR-32
IMR-L44,"492_1426
1585_5506
5622_6556
6715_10781",Novel,32,0.09832841691248771,NA,0,Late,0.09832841691248771,IMR-32
IMR-L45,"492_1426
1585_5530
5622_6556
6715_10781",Novel,34,0.09832841691248771,NA,0,Late,0.09832841691248771,IMR-32
IMR-L46,"492_5530
5622_10660
10752_15790",Novel,40,0.09832841691248771,NA,0,Late,0.09832841691248771,IMR-32
IMR-L47,1507_1953,Novel,48,0.09832841691248771,NA,0,Late,0.09832841691248771,IMR-32
IMR-L48,"298_400
492_5530",Novel,NA,0,22,0.05446808510638298,Late,0.05446808510638298,IMR-32
IMR-L49,315_521,Novel,NA,0,24,0.04765957446808511,Late,0.04765957446808511,IMR-32
IMR-L50,492_970,Novel,NA,0,27,0.0374468085106383,Late,0.0374468085106383,IMR-32
IMR-L51,"492_4290
5622_6556",Novel,NA,0,28,0.03404255319148936,Late,0.03404255319148936,IMR-32
IMR-L52,"298_400
492_1426
1585_1953",Novel,NA,0,32,0.030638297872340424,Late,0.030638297872340424,IMR-32
IMR-L53,492_4290,Novel,NA,0,34,0.02723404255319149,Late,0.02723404255319149,IMR-32
IMR-L54,298_376,Novel,NA,0,35,0.02723404255319149,Late,0.02723404255319149,IMR-32
IMR-L55,"315_400
492_1426
1585_1953",Novel,NA,0,41,0.01702127659574468,Late,0.01702127659574468,IMR-32
IMR-L56,492_1459,Novel,NA,0,42,0.013617021276595745,Late,0.013617021276595745,IMR-32
IMR-L57,"492_1426
1643_1953",Novel,NA,0,43,0.013617021276595745,Late,0.013617021276595745,IMR-32
IMR-L58,4418_5651,Novel,NA,0,46,0.013617021276595745,Late,0.013617021276595745,IMR-32
IMR-L59,"492_1426
5622_6556",Novel,NA,0,47,0.013617021276595745,Late,0.013617021276595745,IMR-32
IMR-L60,"732_1426
1585_1953",M6,NA,0,50,0.010212765957446808,Late,0.010212765957446808,IMR-32
IMR-L61,"298_400
492_5506",Novel,NA,0,52,0.010212765957446808,Late,0.010212765957446808,IMR-32
IMR-L62,"298_400
492_1953",Novel,NA,0,55,0.010212765957446808,Late,0.010212765957446808,IMR-32
IMR-L63,"492_1426
1643_5530
5622_6556",Novel,NA,0,56,0.006808510638297872,Late,0.006808510638297872,IMR-32
IMR-L64,"492_4290
4357_5651",Novel,NA,0,57,0.006808510638297872,Late,0.006808510638297872,IMR-32
IMR-L65,"298_400
492_5530
5622_10636",Novel,NA,0,58,0.006808510638297872,Late,0.006808510638297872,IMR-32
IMR-L66,"5622_6556
6715_7083",Novel,NA,0,61,0.006808510638297872,Late,0.006808510638297872,IMR-32
IMR-L67,"298_400
492_5530
5622_10660
10752_11686",Novel,NA,0,64,0.006808510638297872,Late,0.006808510638297872,IMR-32
IMR-L68,"492_1426
1643_5506
5622_6556",Novel,NA,0,67,0.003404255319148936,Late,0.003404255319148936,IMR-32
IMR-L69,"315_400
492_5530
5622_10660
10752_15766
15882_16816",Novel,NA,0,68,0.003404255319148936,Late,0.003404255319148936,IMR-32
IMR-L70,"492_5506
5622_10660
10752_15790",Novel,NA,0,69,0.003404255319148936,Late,0.003404255319148936,IMR-32
IMR-L71,"492_1426
2280_4299",Novel,NA,0,70,0.003404255319148936,Late,0.003404255319148936,IMR-32
IMR-L72,"492_1426
1585_4290
5622_6556",Novel,NA,0,73,0.003404255319148936,Late,0.003404255319148936,IMR-32
IMR-L73,"492_5530
5622_10636
10752_15790",Novel,NA,0,74,0.003404255319148936,Late,0.003404255319148936,IMR-32
IMR-L74,"315_400
492_5530
5622_6556
6715_10636
10752_11686
11845_12213",Novel,NA,0,76,0.003404255319148936,Late,0.003404255319148936,IMR-32
IMR-L75,1676_4299,Novel,NA,0,77,0.003404255319148936,Late,0.003404255319148936,IMR-32
IMR-L76,496_2471,Novel,NA,0,78,0.003404255319148936,Late,0.003404255319148936,IMR-32
IMR-L77,"315_400
492_5506
5622_10636
10752_11686",Novel,NA,0,79,0.003404255319148936,Late,0.003404255319148936,IMR-32
IMR-L78,"492_5530
5622_10660
10752_15766
15882_16816",Novel,NA,0,81,0.003404255319148936,Late,0.003404255319148936,IMR-32
IMR-L79,"492_5530
5622_6556
6715_10636
10752_11686",Novel,NA,0,82,0.003404255319148936,Late,0.003404255319148936,IMR-32
IMR-L80,"492_1426
1585_1953
5622_6556",Novel,NA,0,83,0.003404255319148936,Late,0.003404255319148936,IMR-32
IMR-L81,"492_4290
4418_5651",Novel,NA,0,84,0.003404255319148936,Late,0.003404255319148936,IMR-32
IMR-L82,1712_4299,Novel,NA,0,86,0.003404255319148936,Late,0.003404255319148936,IMR-32
IMR-L83,10752_12213,Novel,NA,0,87,0.003404255319148936,Late,0.003404255319148936,IMR-32
IMR-L84,600_4299,Novel,NA,0,88,0.003404255319148936,Late,0.003404255319148936,IMR-32
IMR-L85,"492_1426
6715_7083",Novel,NA,0,89,0.003404255319148936,Late,0.003404255319148936,IMR-32
IMR-L86,"492_1426
1585_5506",Novel,NA,0,90,0.003404255319148936,Late,0.003404255319148936,IMR-32
IMR-L87,"1643_5506
5622_6556",Novel,NA,0,91,0.003404255319148936,Late,0.003404255319148936,IMR-32
IMR-L88,"315_400
492_5530",Novel,NA,0,92,0.003404255319148936,Late,0.003404255319148936,IMR-32
IMR-L89,"492_5530
5622_10636
10752_15766
15882_16816",Novel,NA,0,94,0.003404255319148936,Late,0.003404255319148936,IMR-32
IMR-L90,4313_4357,Novel,NA,0,95,0.003404255319148936,Late,0.003404255319148936,IMR-32
IMR-L91,858_4700,Novel,NA,0,96,0.003404255319148936,Late,0.003404255319148936,IMR-32
IMR-L92,"492_5530
5622_10660
10752_15790
15882_16816",Novel,NA,0,97,0.003404255319148936,Late,0.003404255319148936,IMR-32
IMR-L93,936_4314,Novel,NA,0,99,0.003404255319148936,Late,0.003404255319148936,IMR-32
IMR-L94,4357_5651,Novel,NA,0,100,0.003404255319148936,Late,0.003404255319148936,IMR-32
IMR-L95,"298_400
492_5506
5622_6556
6715_7083",Novel,NA,0,101,0.003404255319148936,Late,0.003404255319148936,IMR-32
IMR-L96,"492_5530
5622_10636
10752_15766",Novel,NA,0,102,0.003404255319148936,Late,0.003404255319148936,IMR-32
IMR-L97,5222_5321,Novel,NA,0,103,0.003404255319148936,Late,0.003404255319148936,IMR-32
IMR-L98,211_4299,Novel,NA,0,105,0.003404255319148936,Late,0.003404255319148936,IMR-32
IMR-L99,"315_400
492_5506
5622_10636
10752_11686
11845_12213",Novel,NA,0,106,0.003404255319148936,Late,0.003404255319148936,IMR-32
IMR-L100,1585_5530,Novel,NA,0,107,0.003404255319148936,Late,0.003404255319148936,IMR-32
IMR-L101,901_4308,Novel,NA,0,108,0.003404255319148936,Late,0.003404255319148936,IMR-32
IMR-L102,"298_376
492_5506",Novel,NA,0,109,0.003404255319148936,Late,0.003404255319148936,IMR-32
IMR-L103,"315_521
732_1426",Novel,NA,0,110,0.003404255319148936,Late,0.003404255319148936,IMR-32
IMR-L104,"492_1426
1567_4316",Novel,NA,0,111,0.003404255319148936,Late,0.003404255319148936,IMR-32
