name	start	end	strand	span_type	tx_start	tx_end	tx_class	tx_class_count	tx_class_illumina_support
aa8e2383-ede1-44f4-9d43-d5cbac2b8c65	492	5530	+	intron	264	5769	6	35	supported
aa8e2383-ede1-44f4-9d43-d5cbac2b8c65	5530	5769	+	exon	264	5769	6	35	supported
15fa2b89-a960-4b67-a943-e74628838ece	264	633	+	exon	264	633	u+	24498	supported
ea478448-1da4-4293-a29f-607d2b294c2c	264	492	+	exon	264	5769	2	201	supported
ea478448-1da4-4293-a29f-607d2b294c2c	492	1426	+	intron	264	5769	2	201	supported
ea478448-1da4-4293-a29f-607d2b294c2c	1426	1585	+	exon	264	5769	2	201	supported
ea478448-1da4-4293-a29f-607d2b294c2c	1585	5651	+	intron	264	5769	2	201	supported
ea478448-1da4-4293-a29f-607d2b294c2c	5651	5769	+	exon	264	5769	2	201	supported
de05f0b6-1150-4402-b50d-d0ba667b415e	264	628	+	exon	264	628	u+	24498	supported
95d4c99d-0390-4774-8ca6-0e337d453419	264	490	+	exon	264	490	u+	24498	supported
a4ea726a-e36f-4ce9-885f-f2eb176872cb	264	638	+	exon	264	638	u+	24498	supported
1c032253-ceea-4ee5-b715-51e3a3b8ce5c	264	492	+	exon	264	5760	2	201	supported
1c032253-ceea-4ee5-b715-51e3a3b8ce5c	492	1426	+	intron	264	5760	2	201	supported
1c032253-ceea-4ee5-b715-51e3a3b8ce5c	1426	1585	+	exon	264	5760	2	201	supported
1c032253-ceea-4ee5-b715-51e3a3b8ce5c	1585	5651	+	intron	264	5760	2	201	supported
1c032253-ceea-4ee5-b715-51e3a3b8ce5c	5651	5760	+	exon	264	5760	2	201	supported
3378bfd7-6b9b-4da0-ac01-0f8ffdf8171a	264	628	+	exon	264	628	u+	24498	supported
1e9ffcc8-53c1-43f9-b0f5-a6f0b7da7c97	264	622	+	exon	264	622	u+	24498	supported
4848ede0-f27b-4e4e-a8a5-a04374f7cc0c	264	492	+	exon	264	5758	2	201	supported
4848ede0-f27b-4e4e-a8a5-a04374f7cc0c	492	1426	+	intron	264	5758	2	201	supported
4848ede0-f27b-4e4e-a8a5-a04374f7cc0c	1426	1585	+	exon	264	5758	2	201	supported
4848ede0-f27b-4e4e-a8a5-a04374f7cc0c	1585	5651	+	intron	264	5758	2	201	supported
4848ede0-f27b-4e4e-a8a5-a04374f7cc0c	5651	5758	+	exon	264	5758	2	201	supported
7958ee09-ad93-4065-b8d0-5f7e8f55b3f0	264	637	+	exon	264	637	u+	24498	supported
111726eb-f826-47a9-9862-fb704bd0bbba	264	628	+	exon	264	628	u+	24498	supported
7cbde153-d6e7-4a58-98dd-27f677d2e638	264	492	+	exon	264	5769	2	201	supported
7cbde153-d6e7-4a58-98dd-27f677d2e638	492	1426	+	intron	264	5769	2	201	supported
7cbde153-d6e7-4a58-98dd-27f677d2e638	1426	1585	+	exon	264	5769	2	201	supported
7cbde153-d6e7-4a58-98dd-27f677d2e638	1585	5651	+	intron	264	5769	2	201	supported
7cbde153-d6e7-4a58-98dd-27f677d2e638	5651	5769	+	exon	264	5769	2	201	supported
5e754c52-7099-44f4-967a-35a215bef448	264	492	+	exon	264	5751	2	201	supported
5e754c52-7099-44f4-967a-35a215bef448	492	1426	+	intron	264	5751	2	201	supported
5e754c52-7099-44f4-967a-35a215bef448	1426	1585	+	exon	264	5751	2	201	supported
5e754c52-7099-44f4-967a-35a215bef448	1585	5651	+	intron	264	5751	2	201	supported
5e754c52-7099-44f4-967a-35a215bef448	5651	5751	+	exon	264	5751	2	201	supported
ac29e864-921e-4686-9bf5-76f1e024b665	264	492	+	exon	264	5769	2	201	supported
ac29e864-921e-4686-9bf5-76f1e024b665	492	1426	+	intron	264	5769	2	201	supported
ac29e864-921e-4686-9bf5-76f1e024b665	1426	1585	+	exon	264	5769	2	201	supported
ac29e864-921e-4686-9bf5-76f1e024b665	1585	5651	+	intron	264	5769	2	201	supported
ac29e864-921e-4686-9bf5-76f1e024b665	5651	5769	+	exon	264	5769	2	201	supported
6fb6730d-554d-476a-931c-5d67319d5f5b	264	639	+	exon	264	639	u+	24498	supported
6667b19b-a50b-471b-bc63-967536ab0bca	264	627	+	exon	264	627	u+	24498	supported
435413be-7307-4984-9c39-baff993007c1	264	492	+	exon	264	5758	2	201	supported
435413be-7307-4984-9c39-baff993007c1	492	1426	+	intron	264	5758	2	201	supported
435413be-7307-4984-9c39-baff993007c1	1426	1585	+	exon	264	5758	2	201	supported
435413be-7307-4984-9c39-baff993007c1	1585	5651	+	intron	264	5758	2	201	supported
435413be-7307-4984-9c39-baff993007c1	5651	5758	+	exon	264	5758	2	201	supported
81441e77-05e1-4b6b-b8f6-70b47467c4d5	264	639	+	exon	264	639	u+	24498	supported
8fa83aa8-fa05-47aa-ad7c-41d265425c63	264	628	+	exon	264	628	u+	24498	supported
fd445753-c7ec-497d-95f7-746197ef426d	264	639	+	exon	264	639	u+	24498	supported
db520a09-8603-436b-b1c0-db06c774bf32	264	492	+	exon	264	5758	2	201	supported
db520a09-8603-436b-b1c0-db06c774bf32	492	1426	+	intron	264	5758	2	201	supported
db520a09-8603-436b-b1c0-db06c774bf32	1426	1585	+	exon	264	5758	2	201	supported
db520a09-8603-436b-b1c0-db06c774bf32	1585	5651	+	intron	264	5758	2	201	supported
db520a09-8603-436b-b1c0-db06c774bf32	5651	5758	+	exon	264	5758	2	201	supported
010a3b43-1fc0-4b53-8875-d7342f5e7062	264	492	+	exon	264	5769	2	201	supported
010a3b43-1fc0-4b53-8875-d7342f5e7062	492	1426	+	intron	264	5769	2	201	supported
010a3b43-1fc0-4b53-8875-d7342f5e7062	1426	1585	+	exon	264	5769	2	201	supported
010a3b43-1fc0-4b53-8875-d7342f5e7062	1585	5651	+	intron	264	5769	2	201	supported
010a3b43-1fc0-4b53-8875-d7342f5e7062	5651	5769	+	exon	264	5769	2	201	supported
7610d0da-d39b-46c2-90ef-787c067d9c12	264	535	+	exon	264	535	u+	24498	supported
80ee9099-8e7f-428e-956e-e13a5eef149c	264	607	+	exon	264	607	u+	24498	supported
a8d7fb72-eb25-4522-9817-895ee0ddc45e	264	628	+	exon	264	628	u+	24498	supported
08ac7a91-60d3-429d-affc-9446d0e6570e	264	639	+	exon	264	639	u+	24498	supported
546568a7-8019-4c1e-8918-f1b06d3304e4	264	433	+	exon	264	433	u+	24498	supported
11d0024e-1390-4617-9a0e-7a67d50cc9a1	264	492	+	exon	264	5752	2	201	supported
11d0024e-1390-4617-9a0e-7a67d50cc9a1	492	1426	+	intron	264	5752	2	201	supported
11d0024e-1390-4617-9a0e-7a67d50cc9a1	1426	1585	+	exon	264	5752	2	201	supported
11d0024e-1390-4617-9a0e-7a67d50cc9a1	1585	5651	+	intron	264	5752	2	201	supported
11d0024e-1390-4617-9a0e-7a67d50cc9a1	5651	5752	+	exon	264	5752	2	201	supported
976ed04e-cc65-48aa-8ef9-714484611f2f	264	492	+	exon	264	5746	2	201	supported
976ed04e-cc65-48aa-8ef9-714484611f2f	492	1426	+	intron	264	5746	2	201	supported
976ed04e-cc65-48aa-8ef9-714484611f2f	1426	1585	+	exon	264	5746	2	201	supported
976ed04e-cc65-48aa-8ef9-714484611f2f	1585	5651	+	intron	264	5746	2	201	supported
976ed04e-cc65-48aa-8ef9-714484611f2f	5651	5746	+	exon	264	5746	2	201	supported
28b6f7fc-0f2f-4d47-86a3-7d4420b5dfa9	264	400	+	exon	264	639	3	91	supported
28b6f7fc-0f2f-4d47-86a3-7d4420b5dfa9	400	521	+	intron	264	639	3	91	supported
28b6f7fc-0f2f-4d47-86a3-7d4420b5dfa9	521	639	+	exon	264	639	3	91	supported
d5679b24-8b10-489e-bdd8-5b89eb525cbb	264	540	+	exon	264	540	u+	24498	supported
08a08602-3d82-483d-96de-09a5cd602115	264	639	+	exon	264	639	u+	24498	supported
d8254e4f-dee1-464d-bd82-290d4717851b	264	639	+	exon	264	639	u+	24498	supported
580d0ea2-72d7-48da-93b4-7bf26ad598d2	264	625	+	exon	264	625	u+	24498	supported
43f70ab5-6823-4cd7-a2f0-5adbe96679be	264	615	+	exon	264	615	u+	24498	supported
98801fc5-20cb-4a80-ae0e-d4a9e9f74ba7	264	628	+	exon	264	628	u+	24498	supported
01bb6c5a-7e58-40c3-9c15-6bd661a896ce	264	638	+	exon	264	638	u+	24498	supported
0a1ad420-bdc5-4329-a700-67a0e67b39f7	264	641	+	exon	264	641	u+	24498	supported
cf1a26b7-650f-42e4-b898-ff26e2a14cc5	264	619	+	exon	264	619	u+	24498	supported
3cb84d8e-3587-426f-8fda-12893b77545a	264	623	+	exon	264	623	u+	24498	supported
39e40ed3-3329-49ac-9372-1cb7e914718c	264	593	+	exon	264	593	u+	24498	supported
8c019263-3f09-49a3-be25-8041ff3dc072	264	623	+	exon	264	623	u+	24498	supported
09c2cb08-884c-4fa5-b67c-f20f1bc492c9	264	634	+	exon	264	634	u+	24498	supported
7d83277b-57f5-40c1-adfb-3d7832493917	264	622	+	exon	264	622	u+	24498	supported
6f4433b7-6dd6-4cb6-95a8-4f3c525f9fb6	264	627	+	exon	264	627	u+	24498	supported
ff26634c-645d-4c4b-b08c-a3430f29dfc2	264	626	+	exon	264	626	u+	24498	supported
29252925-7145-427a-a864-5543cad136a7	264	494	+	exon	264	494	u+	24498	supported
c51d18e3-10d4-4e56-9a63-f83e9755c094	264	492	+	exon	264	5769	2	201	supported
c51d18e3-10d4-4e56-9a63-f83e9755c094	492	1426	+	intron	264	5769	2	201	supported
c51d18e3-10d4-4e56-9a63-f83e9755c094	1426	1585	+	exon	264	5769	2	201	supported
c51d18e3-10d4-4e56-9a63-f83e9755c094	1585	5651	+	intron	264	5769	2	201	supported
c51d18e3-10d4-4e56-9a63-f83e9755c094	5651	5769	+	exon	264	5769	2	201	supported
ee4a7513-bd50-4482-9bb9-b690ba73560a	264	623	+	exon	264	623	u+	24498	supported
e6b8a67c-49d8-4724-9b18-2a6d68e397d7	264	492	+	exon	264	5769	2	201	supported
e6b8a67c-49d8-4724-9b18-2a6d68e397d7	492	1426	+	intron	264	5769	2	201	supported
e6b8a67c-49d8-4724-9b18-2a6d68e397d7	1426	1585	+	exon	264	5769	2	201	supported
e6b8a67c-49d8-4724-9b18-2a6d68e397d7	1585	5651	+	intron	264	5769	2	201	supported
e6b8a67c-49d8-4724-9b18-2a6d68e397d7	5651	5769	+	exon	264	5769	2	201	supported
f0d13092-e840-4baf-8f65-4b0894cc01c3	264	639	+	exon	264	639	u+	24498	supported
6b98becd-046a-4c7f-8752-acadb8b55821	264	492	+	exon	264	5769	2	201	supported
6b98becd-046a-4c7f-8752-acadb8b55821	492	1426	+	intron	264	5769	2	201	supported
6b98becd-046a-4c7f-8752-acadb8b55821	1426	1585	+	exon	264	5769	2	201	supported
6b98becd-046a-4c7f-8752-acadb8b55821	1585	5651	+	intron	264	5769	2	201	supported
6b98becd-046a-4c7f-8752-acadb8b55821	5651	5769	+	exon	264	5769	2	201	supported
94f89c30-a204-44b1-aaab-4248f4cdc204	264	622	+	exon	264	622	u+	24498	supported
530c9c6f-7563-492a-82d9-f30b6e1cd043	264	492	+	exon	264	5750	2	201	supported
530c9c6f-7563-492a-82d9-f30b6e1cd043	492	1426	+	intron	264	5750	2	201	supported
530c9c6f-7563-492a-82d9-f30b6e1cd043	1426	1585	+	exon	264	5750	2	201	supported
530c9c6f-7563-492a-82d9-f30b6e1cd043	1585	5651	+	intron	264	5750	2	201	supported
530c9c6f-7563-492a-82d9-f30b6e1cd043	5651	5750	+	exon	264	5750	2	201	supported
2f8e009f-4843-41f7-b1ff-6137ae3a4c5a	264	381	+	exon	264	381	u+	24498	supported
271e86c5-f3ef-4cfe-bb7a-aac1f8c55806	264	492	+	exon	264	5769	2	201	supported
271e86c5-f3ef-4cfe-bb7a-aac1f8c55806	492	1426	+	intron	264	5769	2	201	supported
271e86c5-f3ef-4cfe-bb7a-aac1f8c55806	1426	1585	+	exon	264	5769	2	201	supported
271e86c5-f3ef-4cfe-bb7a-aac1f8c55806	1585	5651	+	intron	264	5769	2	201	supported
271e86c5-f3ef-4cfe-bb7a-aac1f8c55806	5651	5769	+	exon	264	5769	2	201	supported
eb9806a2-40a1-41c6-844b-22acc714d8f9	264	492	+	exon	264	5760	2	201	supported
eb9806a2-40a1-41c6-844b-22acc714d8f9	492	1426	+	intron	264	5760	2	201	supported
eb9806a2-40a1-41c6-844b-22acc714d8f9	1426	1585	+	exon	264	5760	2	201	supported
eb9806a2-40a1-41c6-844b-22acc714d8f9	1585	5651	+	intron	264	5760	2	201	supported
eb9806a2-40a1-41c6-844b-22acc714d8f9	5651	5760	+	exon	264	5760	2	201	supported
84daddee-ca52-49e7-96d8-6cc7fabec265	264	622	+	exon	264	622	u+	24498	supported
c5c52944-a839-40ea-97a1-95ace265ba31	264	615	+	exon	264	615	u+	24498	supported
9dc08639-68a6-4ca9-b48a-bc8fb2044ea2	264	492	+	exon	264	5769	2	201	supported
9dc08639-68a6-4ca9-b48a-bc8fb2044ea2	492	1426	+	intron	264	5769	2	201	supported
9dc08639-68a6-4ca9-b48a-bc8fb2044ea2	1426	1585	+	exon	264	5769	2	201	supported
9dc08639-68a6-4ca9-b48a-bc8fb2044ea2	1585	5651	+	intron	264	5769	2	201	supported
9dc08639-68a6-4ca9-b48a-bc8fb2044ea2	5651	5769	+	exon	264	5769	2	201	supported
7baa6a06-9d28-421b-9dec-449717b9281a	264	639	+	exon	264	639	u+	24498	supported
aa718298-8c64-411f-9a28-78fa4cb66e3b	264	628	+	exon	264	628	u+	24498	supported
1dfff09b-0be2-4a9e-b754-f4e8fcb76ef6	264	492	+	exon	264	5770	2	201	supported
1dfff09b-0be2-4a9e-b754-f4e8fcb76ef6	492	1426	+	intron	264	5770	2	201	supported
1dfff09b-0be2-4a9e-b754-f4e8fcb76ef6	1426	1585	+	exon	264	5770	2	201	supported
1dfff09b-0be2-4a9e-b754-f4e8fcb76ef6	1585	5651	+	intron	264	5770	2	201	supported
1dfff09b-0be2-4a9e-b754-f4e8fcb76ef6	5651	5770	+	exon	264	5770	2	201	supported
92e6ce06-859d-4a68-9f87-283b23c121c0	264	628	+	exon	264	628	u+	24498	supported
0fd843e5-1d25-4fe0-8d8b-702976834330	264	628	+	exon	264	628	u+	24498	supported
b64ecf6b-477d-4dac-8107-750ae631102b	264	633	+	exon	264	633	u+	24498	supported
1518ffd2-cced-442d-bea7-2e154e9a738a	264	492	+	exon	264	5769	2	201	supported
1518ffd2-cced-442d-bea7-2e154e9a738a	492	1426	+	intron	264	5769	2	201	supported
1518ffd2-cced-442d-bea7-2e154e9a738a	1426	1585	+	exon	264	5769	2	201	supported
1518ffd2-cced-442d-bea7-2e154e9a738a	1585	5651	+	intron	264	5769	2	201	supported
1518ffd2-cced-442d-bea7-2e154e9a738a	5651	5769	+	exon	264	5769	2	201	supported
8e5badcb-211b-4991-8864-22eb6a15c1f7	264	492	+	exon	264	5758	2	201	supported
8e5badcb-211b-4991-8864-22eb6a15c1f7	492	1426	+	intron	264	5758	2	201	supported
8e5badcb-211b-4991-8864-22eb6a15c1f7	1426	1585	+	exon	264	5758	2	201	supported
8e5badcb-211b-4991-8864-22eb6a15c1f7	1585	5651	+	intron	264	5758	2	201	supported
8e5badcb-211b-4991-8864-22eb6a15c1f7	5651	5758	+	exon	264	5758	2	201	supported
c24306f8-a363-42d0-84f9-35246fc282cc	264	616	+	exon	264	616	u+	24498	supported
0af5a435-0d56-4074-bdea-393e5b4eadc9	264	492	+	exon	264	5757	2	201	supported
0af5a435-0d56-4074-bdea-393e5b4eadc9	492	1426	+	intron	264	5757	2	201	supported
0af5a435-0d56-4074-bdea-393e5b4eadc9	1426	1585	+	exon	264	5757	2	201	supported
0af5a435-0d56-4074-bdea-393e5b4eadc9	1585	5651	+	intron	264	5757	2	201	supported
0af5a435-0d56-4074-bdea-393e5b4eadc9	5651	5757	+	exon	264	5757	2	201	supported
e25338c7-d8b9-42a0-8d0b-6452568d71de	264	607	+	exon	264	607	u+	24498	supported
78ccc281-b08f-4375-8235-b5a365fc2d27	264	450	+	exon	264	450	u+	24498	supported
f2e646bb-5b29-40f7-a643-33f31a5fdb77	264	639	-	exon	264	639	u-	19498	supported
157b06e0-394c-446a-a6f6-1926f8b047bc	264	639	-	exon	264	639	u-	19498	supported
0e2d7056-5a25-4f7a-bfd8-5ae57b5cd611	264	639	-	exon	264	639	u-	19498	supported
17707d62-fdc2-4c96-97d0-2666a045cb14	264	634	-	exon	264	634	u-	19498	supported
466984d9-1bc8-416a-83b3-fadacf20d6a8	264	638	-	exon	264	638	u-	19498	supported
939eb4c9-7c66-4770-a7c0-888a1598a266	264	639	-	exon	264	639	u-	19498	supported
b69ac834-49e2-4f02-bfa3-6d8197462ddb	264	639	-	exon	264	639	u-	19498	supported
4a2cf52b-90e8-4a9d-a369-6fb857bd00ef	264	637	-	exon	264	637	u-	19498	supported
7446c00e-6b47-4729-8e44-dc23bbb98f83	264	639	-	exon	264	639	u-	19498	supported
77a64925-e3a6-441f-a80d-692c5aa3dba0	264	638	-	exon	264	638	u-	19498	supported
e2d5d7dd-4611-423b-b033-fe563b6b7be2	264	639	-	exon	264	639	u-	19498	supported
075f9365-00b3-4f61-aa32-992a190d5c45	264	639	-	exon	264	639	u-	19498	supported
634c9b9e-df6d-45d2-a9c2-bb7ef396771b	264	639	-	exon	264	639	u-	19498	supported
7ba2e7a9-5f8a-479f-8e08-f7f88aad188a	264	639	-	exon	264	639	u-	19498	supported
30407e34-e033-4be1-87c3-184270a3991d	264	627	-	exon	264	627	u-	19498	supported
c9c4e4e6-29b5-4b2a-835f-df56541e60cd	264	453	-	exon	264	453	u-	19498	supported
329cbb89-7455-4eac-a742-d6f3bd5f496b	264	635	-	exon	264	635	u-	19498	supported
24772214-ef8e-4696-833a-5befbef54538	264	639	-	exon	264	639	u-	19498	supported
069b707a-dbe1-433b-acdb-b4d4dbe7d58e	264	639	-	exon	264	639	u-	19498	supported
54a48007-47b3-4c34-8056-142c5d22c986	264	635	-	exon	264	635	u-	19498	supported
22ea8f2e-6d9b-4be4-bed3-04e18e32b450	264	639	-	exon	264	639	u-	19498	supported
9be80888-0954-4c35-b025-cc1423d81c14	264	639	-	exon	264	639	u-	19498	supported
6efe9a5e-5e71-4180-a447-469b4e9951b2	264	639	-	exon	264	639	u-	19498	supported
f0efa26b-6614-4ced-bfab-2dbbbacc3de4	264	634	-	exon	264	634	u-	19498	supported
b2b625c8-72df-4dc5-9193-e932f9cfbbe1	264	627	-	exon	264	627	u-	19498	supported
75a2b872-ef91-4679-9516-d17594de9600	264	632	-	exon	264	632	u-	19498	supported
9b86ec7f-3fb6-4ee6-85fc-344eeb07f64f	264	630	-	exon	264	630	u-	19498	supported
7f3bddc4-7d9d-4a70-b6d2-c1d84eb9cfcd	264	639	-	exon	264	639	u-	19498	supported
29eb2dfc-a166-44a1-ad13-dd6dd4bcb4e3	264	639	-	exon	264	639	u-	19498	supported
53d533f9-924a-4e8e-b0b0-a38f80144da0	264	639	-	exon	264	639	u-	19498	supported
77f2f5dd-f776-42da-abd8-2c1e4d49ef48	264	639	-	exon	264	639	u-	19498	supported
400dc7f3-a380-4787-a476-46089375749b	264	638	-	exon	264	638	u-	19498	supported
dc3c91cb-a9e1-4670-9cd3-98173a720437	264	639	-	exon	264	639	u-	19498	supported
e58e8ed5-f4be-4351-9433-2f549957ce5c	264	639	-	exon	264	639	u-	19498	supported
9b9d93d0-0712-4304-90ba-7bf67b2b0a73	264	639	-	exon	264	639	u-	19498	supported
9cdebf40-b953-4bf8-9a77-9b45b6ae0313	264	639	-	exon	264	639	u-	19498	supported
